text,created_at
RT @NYGovCuomo: Today I am announcing legislation to remove all firearms from those who commit any domestic violence crimes.,Wed Dec 13 20:32:49 +0000 2017

RT @Makeiev: 2 good news after 2 good days in Ottawa: 1) Ukraine is included into Canada’s Automatic Firearms Country Control Li… ,Wed Dec 13 20:32:50 +0000 2017

Rodgers: “they want you to take the leap that because we found these guns in areas where Richard Williams had been”,Wed Dec 13 20:32:51 +0000 2017

"@Ma3Route @ntsa_kenya @digitalmkenya @ntsa_kenya start with baby steps, stop overlapping by all and charge them inc… https://t.co/5Hsmbd6V4f",Wed Dec 13 20:32:52 +0000 2017

This is what’s wrong with niggas these days https://t.co/uyYdHnqVog,Wed Dec 13 20:32:53 +0000 2017

I love Trey Gowdy! 👍🏻🇺🇸👍🏻 https://t.co/mX6lUeDta5,Wed Dec 13 20:32:53 +0000 2017

"@Capsandredskins @WittyBanter8 @marcushjohnson @TheMagnet32 @manhattan_liz Now,you are deflecting. You were babblin… https://t.co/IqLT8hQ57P",Wed Dec 13 20:32:53 +0000 2017

@prettydarntasty Those pesky nail guns again.,Wed Dec 13 20:32:54 +0000 2017

Ban Animal Abusers from Owning Guns https://t.co/87BasCF32B,Wed Dec 13 20:32:54 +0000 2017

"I'm a social person but when I want to be anti social, I can be one of the most anti social son of a guns you meet",Wed Dec 13 20:32:57 +0000 2017

