text,created_at
"RT @friendlyqueer: @KhadiDon his mom on her way to buy more guns and confederate flags after scamming Twitter out of $50,000 https://t.co/i…",Mon Dec 11 20:32:35 +0000 2017

@GamecockTRD @225Kristen @MattWalshBlog Ask ur local cops how often they’ve found guns on ppl wearing shorts. u jus… https://t.co/fTouINiuWn,Mon Dec 11 20:32:36 +0000 2017

"RT @TheWeirdTeacher: Everytime this comes up I'm struck dumb by the idiocy of the idea, as well as by the path of thought that winds cle… ",Mon Dec 11 20:32:37 +0000 2017

"RT @friendlyqueer: @KhadiDon his mom on her way to buy more guns and confederate flags after scamming Twitter out of $50,000 https://t.co/i…",Mon Dec 11 20:32:37 +0000 2017

RT @paulwesley: Retweeting it again. https://t.co/Tjv6hWATfq,Mon Dec 11 20:32:39 +0000 2017

"RT @HiCaliberLilGal: The Times Square pipe bomb explosion that wounded 4 is akin to ""a brown guy sneezing &amp; whites clutching their pearl… ",Mon Dec 11 20:32:43 +0000 2017

The same week as the #AztecHighSchoolShooting @RepStevePearce @Pearce4NM voted to make it easier for violent crimin… https://t.co/CIgET5bWbh,Mon Dec 11 20:32:43 +0000 2017

no https://t.co/aGZuyg46rj,Mon Dec 11 20:32:46 +0000 2017

"RT @rtg0nzalez: Concealed weapons are legal in Nevada, but most Vegas resorts don't allow guests to carry guns. How do you scan mil… ",Mon Dec 11 20:32:48 +0000 2017

Wow man's emotional. Take his guns coz he might shoot someone https://t.co/li0hinlF1I,Mon Dec 11 20:32:49 +0000 2017

RT @The_Empress296: So we watched almost 10 minutes of people playing cat &amp; mouse with guns 😴 how are these families called ‘dangerous’… ,Mon Dec 11 20:32:53 +0000 2017

Someone Please Buy Back Their Guns: Cops shoot more than twice of US as previously believed. https://t.co/ii7WHzr3Om,Mon Dec 11 20:33:00 +0000 2017

"RT @conserv_tribune: ""Gun didn’t change. We changed.” https://t.co/hoZMhr43aP",Mon Dec 11 20:33:01 +0000 2017

#nycbombing Didn't kill anyone thankfully. We can't say the same for Right Wing Terrorists with guns. Build that wa… https://t.co/tlgvOITTWN,Mon Dec 11 20:33:04 +0000 2017

@tompro66 Congratulations Tom and good luck with the big guns.,Mon Dec 11 20:33:06 +0000 2017

"RT @rtg0nzalez: Concealed weapons are legal in Nevada, but most Vegas resorts don't allow guests to carry guns. How do you scan mil… ",Mon Dec 11 20:33:07 +0000 2017

"RT @RachelMiselman: Where is Southey? I am a native Bostonian; I have no idea where this place could be. By the way, you are yet anothe… ",Mon Dec 11 20:33:10 +0000 2017

OPENING 20 GUNS OF BOOM CASES: https://t.co/lgIWMiPP0o via @YouTube,Mon Dec 11 20:33:11 +0000 2017

"@KSLcom Why wasn't the girl armed to shoot back, thus saving her life. More guns save lives, correct?",Mon Dec 11 20:33:12 +0000 2017

"California rampage puts spotlight on homemade 'ghost guns' https://t.co/dzjO7CRpMo
 #TeaParty #tcot",Mon Dec 11 20:33:15 +0000 2017

"RT @AyoShonaiya: According to #YomiSARS in that video, apparently all you need to qualify to join SARS is to “volunteer to collect g… ",Mon Dec 11 20:33:15 +0000 2017

RT @newsbusters: .@MSNBC complains about guns in America and Trump while attempted NYC bomb attack unfolds #TTT - As information was… ,Mon Dec 11 20:33:16 +0000 2017

They aren't though. https://t.co/BImp6FM5S4,Mon Dec 11 20:33:18 +0000 2017

@SapphiresOfWest I like how vastly different our opinions are and how open minded you are! you're so eloquent and a… https://t.co/nByYCe6H8F,Mon Dec 11 20:33:18 +0000 2017

"If cops have guns pointed at you and tell you not to do a thing, do not do that thing",Mon Dec 11 20:33:19 +0000 2017

PF 14-Customizing guns!: https://t.co/apAhZBaluH via @YouTube,Mon Dec 11 20:33:19 +0000 2017

#ad Lot of 5 Air Zone guns With Darts https://t.co/V1XFtxxmij,Mon Dec 11 20:33:22 +0000 2017

"RT @friendlyqueer: @KhadiDon his mom on her way to buy more guns and confederate flags after scamming Twitter out of $50,000 https://t.co/i…",Mon Dec 11 20:33:30 +0000 2017

RT @iLoveMyGoats: IMPERATIVE: Conservatives MUST come out 2018 &amp; vote IN as many pro-Trump agenda Repubs &amp; vote OUT as many Dems as p… ,Mon Dec 11 20:33:32 +0000 2017

"RT @mehdirhasan: In fact, they just passed a bill making it *easier* to carry guns. https://t.co/ThoLhMDQiV",Mon Dec 11 20:33:33 +0000 2017

"@deangelis28 @BresPolitico Inflatable space churches!! And guns, lots of guns, space guns. Oh, and steak erms. Space steak erms, lots of em.",Mon Dec 11 20:33:33 +0000 2017

"RT @Canadiansparty1: OBAMA is WEAPONISED .
is He also BRANDISHING - Posing for a Photo with a Gun .

 He is Demonstrating He is Pro 2A a… ",Mon Dec 11 20:33:36 +0000 2017

ان عدد الوفيات الناجم عن التدخين يفوق مجموع الوفيات من الايدز والكحول والمخدرات وحوادث المرور و الاسلحة النارية.  ف… https://t.co/jvgwU3iqXL,Mon Dec 11 20:33:38 +0000 2017

@GamingINTELcom @CoDWW2Intel Invisible guns,Mon Dec 11 20:33:40 +0000 2017

@sleepyjoe2 @TheBabyGorilla @NRA The next generation of Guns can have all sorts of new safety features. There is te… https://t.co/dvwvN8upHJ,Mon Dec 11 20:33:41 +0000 2017

@CrispinBurke @KurtSchlichter Ever hear of self defense?  Jango was firing guns at said Jedi.  He could have fled and been fine.,Mon Dec 11 20:33:43 +0000 2017

"RT @bessbell: Ladies bear with me I haven't slept enough this week but if we hide all the guns in our vaginas, Congress will HAVE to regula…",Mon Dec 11 20:33:48 +0000 2017

RT @Connield365D: The trauma of war doesn’t end when the guns stop firing. https://t.co/Z8MhURERYF,Mon Dec 11 20:33:50 +0000 2017

You chat some wham you Dave https://t.co/c19WO0aMM1,Mon Dec 11 20:33:49 +0000 2017

RT @JosephMRyan1: Some of the toughest gun laws in the country All the criminals have guns and the honest citizens go unarmed and unp… ,Mon Dec 11 20:33:52 +0000 2017

"RT @CHearSpeakNEvil: 👏👏👏 and now paddles out and sing ""row, row your boat"" back home! https://t.co/0QwV9c1juI",Mon Dec 11 20:33:58 +0000 2017

RT @dbongino: The stupid is spreading. https://t.co/qaGOob9ISx,Mon Dec 11 20:34:01 +0000 2017

"Guns 'N Roses, Live Like a Suicide Original Uzi Lp, 1986, Great Player https://t.co/vDyzIntpOc https://t.co/G34Ghmdv9T",Mon Dec 11 20:34:05 +0000 2017

RT @AbbsWinston: Heavily armed #Israeli Occupiers surround a #Palestinian girl until they take her 🇵🇸 flag. The #Palestinian flag te… ,Mon Dec 11 20:34:05 +0000 2017

"@APOOCH I feel as if this guy is gonna come out guns blazing. Low risk, high reward without question.",Mon Dec 11 20:34:07 +0000 2017

Um yea @junesdiary @itskristallyn @BriennaDeVlugt @OfficialShyann @AshlyISOfficial @gabbysmouth just in case yall f… https://t.co/Yj39AoeQzW,Mon Dec 11 20:34:07 +0000 2017

"RT @Trey_VonDinkis: #LeftistTerrorism #2A #FakeNewsLeftistPropaganda
MSNBC - Home of Racist Bigots Joy Reid &amp; Al Sharpton

Amid NYC Ter… ",Mon Dec 11 20:34:08 +0000 2017

@goofys32 @criscarter80 @realDonaldTrump Who’s talking about getting rid of guns!?! Where are you going with all this? I’m done man,Mon Dec 11 20:34:16 +0000 2017

"RT @rtg0nzalez: Concealed weapons are legal in Nevada, but most Vegas resorts don't allow guests to carry guns. How do you scan mil… ",Mon Dec 11 20:34:19 +0000 2017

"this means no progress for another 30 years. even if they were reality now, they would be operated and managed by a… https://t.co/yLGOC98iqj",Mon Dec 11 20:34:22 +0000 2017

"RT @MbalulaFikile: Firearms, ammunition and weaponry  recovered today in some areas in Eastern Cape. 

So many Okapis!! https://t.co/wnkXMq…",Mon Dec 11 20:34:24 +0000 2017

"RT @youngzuok: Our phones are not guns, #ENDSARS, having dread doesn't make us criminals #EndSARS wearing gold chain doesn't make… ",Mon Dec 11 20:34:26 +0000 2017

I liked a @YouTube video https://t.co/tucUktLYcq Desert Map First Impression + New Guns | PlayerUnknown's Battlegrounds Miramar,Mon Dec 11 20:34:26 +0000 2017

RT @_YoungerZ__: &gt;Rothschild https://t.co/9cWAGkIUvy,Mon Dec 11 20:34:28 +0000 2017

RT @tariqnasheed: There are reports that armed suspected klansmen who worked for American Sewer Service in the Milwaukee area were br… ,Mon Dec 11 20:34:28 +0000 2017

"RT @JoshNoneYaBiz: Only liberals would invite people like Akayed Ullah in for the sake of ""diversity.""

You can't coexist with people… ",Mon Dec 11 20:34:30 +0000 2017

"Looking for a gunsmith in Tacoma, WA | Northwest Firearms - Oregon, Washington, and Idaho Gun Owners https://t.co/iV2eohnw1H",Mon Dec 11 20:34:31 +0000 2017

"RT @safetylawyer1: @realDonaldTrump Stop inciting war and we won’t spend as much on guns, &amp; can spend more to educate our children, re… ",Mon Dec 11 20:34:32 +0000 2017

Who’s the real terrorist here that we should watch out for? The muslim jihadist who wants to blow you up into piece… https://t.co/BwgIuCeYOK,Mon Dec 11 20:34:34 +0000 2017

