text,created_at
@IdeologyBreaker @jordanbpeterson Some wouldn't; I stand by that. There are cultures that viewed guns as a cowardly… https://t.co/t5oSEuslva,Tue Dec 12 20:33:24 +0000 2017

@RightFolks @shannanstreet @Silv3rsun @acton_rosacea @Alyssa_Milano Guns kill people. Uteruses don’t.,Tue Dec 12 20:33:25 +0000 2017

British Royal Has Always ‘Wanted A Celebrity Wife’ And For A Good Reason https://t.co/eyFhiXzyMP #guns#cars#boobs #… https://t.co/0Astp9Vf24,Tue Dec 12 20:33:25 +0000 2017

Searching for common ground on guns after Sandy Hook https://t.co/udUA5RFCKX,Tue Dec 12 20:33:26 +0000 2017

RT @Andromodid: WOW WOW WOW! So the TRUTH FINALLY IS DOCUMENTED! Perhaps now #Justice will PREVAIL! @GlennMcmillan14 @Genie115… ,Tue Dec 12 20:33:27 +0000 2017

RT @realDonaldTrump: LAST thing the Make America Great Again Agenda needs is a Liberal Democrat in Senate where we have so little margin… ,Tue Dec 12 20:33:27 +0000 2017

"RT @SenGillibrand: When Americans are losing their lives to senseless gun violence, the last thing we should be doing is making it eas… ",Tue Dec 12 20:33:28 +0000 2017

RT @elijahdaniel: someone broke into our neighbors house dressed as santa and the news was here so sam just went out and was on the n… ,Tue Dec 12 20:33:28 +0000 2017

Guns N'Roses on ebay: Guns N Roses San Diego Rare Lithograph Poster 8/22/16 #265 of 300 Slash Axl Duff… https://t.co/7lfEWtjAKl,Tue Dec 12 20:33:28 +0000 2017

"RT @RubyRockstar333: This is what Chelsea Handler stands for: 
2 abortions at the age of 16, Pee 'fun' at the lake, Hug-a-thons w/ Ted L… ",Tue Dec 12 20:33:29 +0000 2017

"@persianprlnce crack my skull open with those big guns, my dude",Tue Dec 12 20:33:30 +0000 2017

"RT @DBallsbuddy: ""I don’t like guns, I’d throw roses around"" 
-HARRY STYLES",Tue Dec 12 20:33:30 +0000 2017

"RT @RubyRockstar333: This is what Chelsea Handler stands for: 
2 abortions at the age of 16, Pee 'fun' at the lake, Hug-a-thons w/ Ted L… ",Tue Dec 12 20:33:31 +0000 2017

RT @zackfox: y'all gave keaton 60K like he won't spend it on guns and trench coats,Tue Dec 12 20:33:34 +0000 2017

"RT @Hoosiers1986: Dear Alabama,

Please vote for me and I promise that I will gladly kill your unborn babies, take your guns &amp; fight… ",Tue Dec 12 20:33:36 +0000 2017

"@Lil_sm0kie @ryasinn You're right, like the illegal alien that shot the lady walking with her father on the boardwa… https://t.co/JaocM3rLFD",Tue Dec 12 20:33:37 +0000 2017

"RT @LinesofEminem: Blood
Guts
Guns
Cuts
Knives
Lives
Wives
Nuns
Sluts https://t.co/bJReIhI4vW",Tue Dec 12 20:33:37 +0000 2017

"RT @Hoosiers1986: Dear Alabama,

Please vote for me and I promise that I will gladly kill your unborn babies, take your guns &amp; fight… ",Tue Dec 12 20:33:37 +0000 2017

@ishaantharoor @happyloner Made a commercial for the NRA and called everyone to buy more Guns.,Tue Dec 12 20:33:37 +0000 2017

RT @ThwaitesBrewery: Give yourself the chance to win a case of 13 Guns when you RT and follow! Terms apply. Competition ends on Friday. htt…,Tue Dec 12 20:33:38 +0000 2017

RT: Hunter shoots monster 17-foot python in Florida Everglades (VIDEO) https://t.co/iNeTd3DqPL,Tue Dec 12 20:33:40 +0000 2017

RT @hennievvuuren: Thanks to the @EFFSouthAfrica for the invitation to brief your leadership on evidence in ‘Apartheid Guns and Money’… ,Tue Dec 12 20:33:40 +0000 2017

