EXCHANGE%3DNYSE,,,,,,
MARKET_OPEN_MINUTE=570,,,,,,
MARKET_CLOSE_MINUTE=960,,,,,,
INTERVAL=60,,,,,,
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME,
DATA=,,,,,,
TIMEZONE_OFFSET=-300,,,,,,
297,52.475,52.475,52.475,52.475,100,12/12/17 14:27
299,52.5,52.5,52.45,52.45,409,12/12/17 14:29
302,52.45,52.475,52.45,52.45,1550,12/12/17 14:32
303,52.4,52.4,52.4,52.4,200,12/12/17 14:33
304,52.425,52.425,52.425,52.425,100,12/12/17 14:34
306,52.35,52.35,52.35,52.35,503,12/12/17 14:36
307,52.35,52.35,52.35,52.35,900,12/12/17 14:37
309,52.3,52.35,52.3,52.35,800,12/12/17 14:39
310,52.35,52.35,52.35,52.35,100,12/12/17 14:40
311,52.25,52.3,52.25,52.3,907,12/12/17 14:41
312,52.45,52.45,52.25,52.3,2754,12/12/17 14:42
313,52.4,52.4,52.4,52.4,600,12/12/17 14:43
315,52.4,52.4,52.4,52.4,320,12/12/17 14:45
316,52.4,52.4,52.35,52.35,202,12/12/17 14:46
317,52.418,52.418,52.418,52.418,943,12/12/17 14:47
319,52.45,52.45,52.45,52.45,100,12/12/17 14:49
320,52.575,52.6,52.45,52.45,5566,12/12/17 14:50
321,52.55,52.6,52.55,52.6,2661,12/12/17 14:51
322,52.575,52.6,52.575,52.6,700,12/12/17 14:52
323,52.55,52.6,52.55,52.6,1300,12/12/17 14:53
327,52.5786,52.5786,52.55,52.55,1000,12/12/17 14:57
328,52.4,52.575,52.4,52.575,1976,12/12/17 14:58
330,52.4,52.4,52.4,52.4,100,12/12/17 15:00
332,52.35,52.35,52.35,52.35,100,12/12/17 15:02
333,52.4,52.4,52.375,52.375,600,12/12/17 15:03
334,52.4,52.4,52.375,52.375,987,12/12/17 15:04
335,52.45,52.45,52.425,52.45,1569,12/12/17 15:05
336,52.4,52.45,52.4,52.45,2330,12/12/17 15:06
339,52.4,52.4,52.4,52.4,100,12/12/17 15:09
341,52.35,52.35,52.35,52.35,100,12/12/17 15:11
342,52.4,52.4,52.4,52.4,100,12/12/17 15:12
343,52.4,52.4,52.4,52.4,100,12/12/17 15:13
344,52.314,52.4,52.314,52.4,2325,12/12/17 15:14
347,52.3,52.3,52.3,52.3,100,12/12/17 15:17
348,52.25,52.25,52.25,52.25,100,12/12/17 15:18
349,52.275,52.275,52.275,52.275,300,12/12/17 15:19
350,52.275,52.275,52.275,52.275,100,12/12/17 15:20
352,52.45,52.45,52.275,52.3,5043,12/12/17 15:22
353,52.4,52.4,52.4,52.4,1680,12/12/17 15:23
354,52.45,52.45,52.45,52.45,200,12/12/17 15:24
355,52.45,52.45,52.45,52.45,234,12/12/17 15:25
356,52.45,52.45,52.45,52.45,200,12/12/17 15:26
357,52.5,52.5,52.45,52.45,1400,12/12/17 15:27
359,52.5,52.5,52.5,52.5,760,12/12/17 15:29
360,52.5,52.5,52.5,52.5,1318,12/12/17 15:30
361,52.475,52.475,52.468,52.468,617,12/12/17 15:31
362,52.47,52.5,52.47,52.5,1100,12/12/17 15:32
363,52.475,52.5,52.475,52.475,600,12/12/17 15:33
364,52.5,52.5,52.5,52.5,200,12/12/17 15:34
365,52.5,52.5,52.5,52.5,318,12/12/17 15:35
366,52.475,52.5,52.475,52.5,200,12/12/17 15:36
367,52.45,52.5,52.45,52.5,493,12/12/17 15:37
368,52.35,52.45,52.35,52.45,1389,12/12/17 15:38
370,52.425,52.45,52.4,52.4,1324,12/12/17 15:40
371,52.45,52.45,52.425,52.425,400,12/12/17 15:41
372,52.5,52.5,52.4,52.4,894,12/12/17 15:42
373,52.5,52.5,52.45,52.475,700,12/12/17 15:43
374,52.5,52.5,52.5,52.5,100,12/12/17 15:44
375,52.5,52.5,52.475,52.475,1105,12/12/17 15:45
376,52.55,52.55,52.5,52.5,1418,12/12/17 15:46
377,52.6,52.6,52.55,52.55,1023,12/12/17 15:47
378,52.65,52.65,52.575,52.575,807,12/12/17 15:48
379,52.7,52.7,52.65,52.7,2613,12/12/17 15:49
380,52.7,52.7,52.65,52.65,800,12/12/17 15:50
381,52.7,52.7,52.65,52.675,1215,12/12/17 15:51
382,52.675,52.7,52.65,52.7,700,12/12/17 15:52
383,52.65,52.7,52.65,52.7,1188,12/12/17 15:53
384,52.675,52.7,52.65,52.675,823,12/12/17 15:54
385,52.7,52.7,52.65,52.7,500,12/12/17 15:55
386,52.5,52.7,52.5,52.7,4670,12/12/17 15:56
387,52.5,52.575,52.5,52.55,1891,12/12/17 15:57
388,52.45,52.525,52.4,52.525,2395,12/12/17 15:58
389,52.5,52.5,52.4,52.4,2724,12/12/17 15:59
390,52.5,52.5,52.4,52.475,3781,12/12/17 16:00
a1513175400,52.5,52.5,52.5,52.5,2265,12/13/17 9:30
4,52.6,52.6,52.6,52.6,269,12/13/17 9:34
6,53.05,53.05,53.05,53.05,100,12/13/17 9:36
7,52.9,53.05,52.9,52.93,600,12/13/17 9:37
8,52.9,52.9975,52.9,52.9975,600,12/13/17 9:38
9,52.9,53,52.9,52.95,342,12/13/17 9:39
11,52.8,52.9,52.8,52.9,489,12/13/17 9:41
13,52.6,52.75,52.6,52.75,800,12/13/17 9:43
14,52.55,52.55,52.55,52.55,100,12/13/17 9:44
15,52.55,52.65,52.5,52.65,900,12/13/17 9:45
16,52.625,52.625,52.55,52.55,200,12/13/17 9:46
17,52.55,52.7,52.55,52.7,308,12/13/17 9:47
18,52.6,52.6,52.6,52.6,100,12/13/17 9:48
19,52.5,52.5,52.5,52.5,900,12/13/17 9:49
20,52.475,52.5,52.375,52.45,1328,12/13/17 9:50
21,52.6,52.6,52.6,52.6,100,12/13/17 9:51
23,52.475,52.475,52.475,52.475,100,12/13/17 9:53
24,52.475,52.475,52.475,52.475,1300,12/13/17 9:54
25,52.425,52.5,52.3,52.3,1900,12/13/17 9:55
26,52.45,52.45,52.45,52.45,100,12/13/17 9:56
27,52.3,52.4,52.3,52.4,300,12/13/17 9:57
28,52.325,52.4,52.325,52.4,360,12/13/17 9:58
29,52.3,52.325,52.3,52.325,300,12/13/17 9:59
30,52.4,52.4,52.105,52.105,2500,12/13/17 10:00
32,52.425,52.5,52.425,52.425,500,12/13/17 10:02
33,52.5,52.5,52.425,52.425,200,12/13/17 10:03
35,52.35,52.4,52.35,52.4,305,12/13/17 10:05
36,52.45,52.45,52.45,52.45,100,12/13/17 10:06
40,52.375,52.375,52.375,52.375,100,12/13/17 10:10
41,52.4,52.4,52.35,52.4,1350,12/13/17 10:11
42,52.4,52.4,52.35,52.35,700,12/13/17 10:12
43,52.4,52.4,52.4,52.4,200,12/13/17 10:13
45,52.2,52.35,52.2,52.3,2084,12/13/17 10:15
46,52.125,52.15,52.125,52.15,600,12/13/17 10:16
47,52.245,52.25,52.2,52.2,850,12/13/17 10:17
48,52.3,52.3,52.25,52.25,500,12/13/17 10:18
49,52.35,52.35,52.3,52.3,200,12/13/17 10:19
51,52.55,52.55,52.4,52.4,1007,12/13/17 10:21
53,52.5,52.5,52.45,52.45,600,12/13/17 10:23
54,52.55,52.55,52.55,52.55,100,12/13/17 10:24
58,52.35,52.45,52.35,52.45,1758,12/13/17 10:28
59,52.205,52.205,52.205,52.205,118,12/13/17 10:29
61,52.4,52.4,52.3,52.3,1100,12/13/17 10:31
64,52.502,52.502,52.4,52.45,1285,12/13/17 10:34
65,52.55,52.55,52.55,52.55,100,12/13/17 10:35
67,52.4,52.4,52.4,52.4,417,12/13/17 10:37
68,52.3,52.45,52.3,52.35,1700,12/13/17 10:38
69,52.25,52.25,52.25,52.25,300,12/13/17 10:39
70,52.25,52.25,52.25,52.25,500,12/13/17 10:40
71,52.4,52.4,52.3,52.3,1030,12/13/17 10:41
72,52.45,52.45,52.45,52.45,105,12/13/17 10:42
75,52.5,52.5,52.45,52.45,598,12/13/17 10:45
76,52.552,52.552,52.552,52.552,1975,12/13/17 10:46
77,52.55,52.55,52.55,52.55,200,12/13/17 10:47
78,52.5,52.5,52.5,52.5,600,12/13/17 10:48
79,52.4,52.5,52.4,52.45,2565,12/13/17 10:49
81,52.45,52.45,52.4,52.4,300,12/13/17 10:51
82,52.4,52.4,52.4,52.4,200,12/13/17 10:52
83,52.4,52.4,52.4,52.4,200,12/13/17 10:53
84,52.5,52.5,52.45,52.45,200,12/13/17 10:54
85,52.45,52.45,52.45,52.45,100,12/13/17 10:55
87,52.5,52.55,52.45,52.5,1500,12/13/17 10:57
88,52.45,52.5,52.45,52.45,1100,12/13/17 10:58
92,52.55,52.55,52.5,52.5,700,12/13/17 11:02
95,52.65,52.65,52.6,52.6,500,12/13/17 11:05
96,52.685,52.685,52.65,52.65,1000,12/13/17 11:06
97,52.575,52.6,52.575,52.6,500,12/13/17 11:07
99,52.55,52.75,52.55,52.65,1242,12/13/17 11:09
100,52.55,52.55,52.55,52.55,100,12/13/17 11:10
101,52.65,52.65,52.65,52.65,100,12/13/17 11:11
102,52.65,52.65,52.65,52.65,192,12/13/17 11:12
104,52.6,52.6,52.6,52.6,100,12/13/17 11:14
106,52.65,52.65,52.55,52.55,1950,12/13/17 11:16
108,52.5,52.6,52.5,52.584,1820,12/13/17 11:18
109,52.4,52.5,52.4,52.5,300,12/13/17 11:19
110,52.425,52.425,52.425,52.425,300,12/13/17 11:20
111,52.5,52.5,52.5,52.5,300,12/13/17 11:21
112,52.5,52.5,52.5,52.5,195,12/13/17 11:22
115,52.5,52.5,52.5,52.5,700,12/13/17 11:25
116,52.5433,52.5433,52.5,52.5,592,12/13/17 11:26
117,52.5,52.5,52.4,52.4,200,12/13/17 11:27
119,52.55,52.55,52.5,52.5,700,12/13/17 11:29
122,52.5567,52.5567,52.5567,52.5567,100,12/13/17 11:32
124,52.525,52.525,52.525,52.525,100,12/13/17 11:34
126,52.55,52.55,52.55,52.55,100,12/13/17 11:36
128,52.5,52.5,52.5,52.5,100,12/13/17 11:38
129,52.45,52.5,52.45,52.5,500,12/13/17 11:39
132,52.45,52.45,52.45,52.45,273,12/13/17 11:42
133,52.45,52.45,52.45,52.45,100,12/13/17 11:43
134,52.4,52.5,52.4,52.45,5800,12/13/17 11:44
135,52.5,52.5,52.5,52.5,100,12/13/17 11:45
136,52.4,52.45,52.4,52.45,300,12/13/17 11:46
137,52.468,52.468,52.468,52.468,606,12/13/17 11:47
138,52.4,52.45,52.4,52.45,200,12/13/17 11:48
139,52.4331,52.4331,52.4331,52.4331,1000,12/13/17 11:49
140,52.5275,52.5275,52.5,52.5,1726,12/13/17 11:50
141,52.4,52.5,52.4,52.5,590,12/13/17 11:51
144,52.4,52.4,52.375,52.375,900,12/13/17 11:54
146,52.35,52.35,52.35,52.35,100,12/13/17 11:56
148,52.525,52.6,52.375,52.4,5355,12/13/17 11:58
149,52.5,52.5,52.5,52.5,399,12/13/17 11:59
151,52.55,52.55,52.55,52.55,100,12/13/17 12:01
152,52.5,52.5,52.5,52.5,300,12/13/17 12:02
154,52.45,52.45,52.45,52.45,100,12/13/17 12:04
156,52.4382,52.4382,52.4382,52.4382,100,12/13/17 12:06
161,52.3,52.4,52.3,52.4,400,12/13/17 12:11
162,52.25,52.25,52.25,52.25,100,12/13/17 12:12
163,52.15,52.2,52.1,52.2,840,12/13/17 12:13
164,52.05,52.05,52.05,52.05,100,12/13/17 12:14
165,52.15,52.2,52.05,52.05,1760,12/13/17 12:15
166,52.15,52.15,52.15,52.15,400,12/13/17 12:16
167,52.2,52.2,52.2,52.2,100,12/13/17 12:17
171,52.15,52.15,52.1,52.1,200,12/13/17 12:21
174,52.2,52.2,52.1,52.1,999,12/13/17 12:24
177,52.25,52.25,52.125,52.15,1310,12/13/17 12:27
178,52.15,52.15,52.15,52.15,100,12/13/17 12:28
179,52.2,52.2,52.2,52.2,500,12/13/17 12:29
180,52.2,52.2,52.2,52.2,100,12/13/17 12:30
181,52.15,52.15,52.15,52.15,100,12/13/17 12:31
182,52.2,52.2,52.2,52.2,300,12/13/17 12:32
183,52.2,52.2,52.2,52.2,100,12/13/17 12:33
184,52.1,52.2,52.1,52.15,400,12/13/17 12:34
185,52.2,52.2,52.2,52.2,300,12/13/17 12:35
187,52.2,52.2,52.1,52.1,380,12/13/17 12:37
188,52.2,52.2,52.1,52.1,500,12/13/17 12:38
190,52.1,52.2,52.1,52.1,444,12/13/17 12:40
191,52.1,52.1,52.1,52.1,750,12/13/17 12:41
192,52.05,52.1271,52.05,52.1271,269,12/13/17 12:42
193,52.05,52.05,52.05,52.05,200,12/13/17 12:43
194,52,52.1,52,52.1,300,12/13/17 12:44
195,52.1,52.1,52.0703,52.0703,440,12/13/17 12:45
196,52.034,52.034,52.034,52.034,162,12/13/17 12:46
197,52.05,52.1,52,52.1,1200,12/13/17 12:47
198,51.9886,52,51.9886,52,1183,12/13/17 12:48
199,52,52,52,52,100,12/13/17 12:49
200,52,52,52,52,100,12/13/17 12:50
201,51.95,51.95,51.95,51.95,200,12/13/17 12:51
202,51.95,52,51.95,52,400,12/13/17 12:52
203,51.9,51.95,51.9,51.95,200,12/13/17 12:53
204,52,52,51.9,51.9,345,12/13/17 12:54
205,52,52,51.95,51.95,500,12/13/17 12:55
207,51.95,52,51.95,52,557,12/13/17 12:57
208,51.85,51.9,51.85,51.9,797,12/13/17 12:58
209,51.95,51.95,51.9,51.9,300,12/13/17 12:59
211,51.925,51.95,51.85,51.85,1658,12/13/17 13:01
212,51.9,51.9,51.9,51.9,400,12/13/17 13:02
213,51.95,51.95,51.95,51.95,100,12/13/17 13:03
214,51.8,51.85,51.8,51.85,500,12/13/17 13:04
215,51.85,51.85,51.775,51.85,1000,12/13/17 13:05
216,51.8,51.85,51.75,51.8,5100,12/13/17 13:06
217,51.75,51.95,51.75,51.75,6956,12/13/17 13:07
218,51.7495,51.7495,51.7495,51.7495,200,12/13/17 13:08
219,51.65,51.7,51.55,51.7,1006,12/13/17 13:09
220,51.6,51.6,51.55,51.55,400,12/13/17 13:10
221,51.65,51.65,51.6,51.6,400,12/13/17 13:11
222,51.6,51.6,51.55,51.55,200,12/13/17 13:12
223,51.65,51.65,51.65,51.65,100,12/13/17 13:13
224,51.65,51.65,51.55,51.55,600,12/13/17 13:14
225,51.7,51.7,51.65,51.65,500,12/13/17 13:15
226,51.75,51.75,51.65,51.65,200,12/13/17 13:16
227,51.75,51.75,51.7184,51.7184,1372,12/13/17 13:17
228,51.75,51.75,51.65,51.65,312,12/13/17 13:18
229,51.75,51.75,51.75,51.75,500,12/13/17 13:19
230,51.8,51.8,51.8,51.8,300,12/13/17 13:20
232,51.8,51.8,51.7,51.7,300,12/13/17 13:22
233,51.75,51.75,51.7,51.7,1856,12/13/17 13:23
234,51.8,51.8,51.8,51.8,400,12/13/17 13:24
235,51.7268,51.8,51.7268,51.8,213,12/13/17 13:25
236,51.7,51.7,51.65,51.7,700,12/13/17 13:26
237,51.664,51.664,51.65,51.65,446,12/13/17 13:27
239,51.6,51.65,51.591,51.65,517,12/13/17 13:29
240,51.75,51.75,51.65,51.65,400,12/13/17 13:30
241,51.7,51.7,51.7,51.7,100,12/13/17 13:31
243,51.7,51.7,51.6,51.6,500,12/13/17 13:33
245,51.65,51.65,51.65,51.65,100,12/13/17 13:35
246,51.75,51.75,51.7,51.7,600,12/13/17 13:36
249,51.7,51.7,51.7,51.7,500,12/13/17 13:39
251,51.65,51.65,51.65,51.65,100,12/13/17 13:41
252,51.65,51.65,51.65,51.65,200,12/13/17 13:42
253,51.65,51.65,51.65,51.65,100,12/13/17 13:43
254,51.65,51.6566,51.65,51.65,300,12/13/17 13:44
256,51.65,51.65,51.6,51.62,3500,12/13/17 13:46
257,51.65,51.7,51.65,51.65,450,12/13/17 13:47
258,51.7,51.7,51.7,51.7,100,12/13/17 13:48
260,51.75,51.75,51.75,51.75,100,12/13/17 13:50
261,51.75,51.75,51.75,51.75,100,12/13/17 13:51
262,51.7,51.7,51.7,51.7,100,12/13/17 13:52
264,51.7,51.7,51.7,51.7,100,12/13/17 13:54
266,51.7,51.7,51.7,51.7,100,12/13/17 13:56
267,51.795,51.795,51.75,51.75,220,12/13/17 13:57
268,51.7,51.7,51.7,51.7,100,12/13/17 13:58
269,51.75,51.8,51.705,51.705,2264,12/13/17 13:59
270,51.7,51.7,51.7,51.7,100,12/13/17 14:00
271,51.65,51.7,51.65,51.7,400,12/13/17 14:01
272,51.65,51.65,51.65,51.65,200,12/13/17 14:02
273,51.65,51.7,51.65,51.7,1213,12/13/17 14:03
274,51.75,51.8,51.75,51.75,600,12/13/17 14:04
275,51.75,51.75,51.75,51.75,300,12/13/17 14:05
277,51.7,51.75,51.7,51.75,1800,12/13/17 14:07
278,51.75,51.75,51.7,51.75,1000,12/13/17 14:08
279,51.8,51.8,51.75,51.75,600,12/13/17 14:09
280,51.8,51.8,51.72,51.72,650,12/13/17 14:10
281,51.7,51.73,51.7,51.73,300,12/13/17 14:11
283,51.7,51.7,51.7,51.7,300,12/13/17 14:13
285,51.7,51.7,51.7,51.7,100,12/13/17 14:15
286,51.65,51.65,51.65,51.65,1350,12/13/17 14:16
287,51.65,51.65,51.65,51.65,200,12/13/17 14:17
288,51.85,51.85,51.65,51.65,2048,12/13/17 14:18
290,51.9,51.9,51.8,51.8,200,12/13/17 14:20
291,51.9,51.9,51.8463,51.895,2799,12/13/17 14:21
292,51.85,51.95,51.85,51.95,200,12/13/17 14:22
293,51.9,51.9,51.9,51.9,100,12/13/17 14:23
294,51.85,51.85,51.85,51.85,1192,12/13/17 14:24
296,51.8,51.8,51.8,51.8,100,12/13/17 14:26
298,51.8,51.8,51.8,51.8,100,12/13/17 14:28
300,51.8,51.8,51.8,51.8,100,12/13/17 14:30
302,51.8,51.8,51.8,51.8,100,12/13/17 14:32
303,51.8,51.8,51.8,51.8,200,12/13/17 14:33
305,51.8,51.8,51.8,51.8,100,12/13/17 14:35
307,51.6,51.8,51.6,51.8,3425,12/13/17 14:37
308,51.65,51.7,51.65,51.7,1221,12/13/17 14:38
309,51.6,51.6,51.6,51.6,200,12/13/17 14:39
310,51.65,51.65,51.6,51.6,200,12/13/17 14:40
311,51.6,51.6,51.55,51.6,1900,12/13/17 14:41
313,51.55,51.55,51.55,51.55,100,12/13/17 14:43
314,51.5936,51.5936,51.5936,51.5936,100,12/13/17 14:44
315,51.55,51.55,51.55,51.55,100,12/13/17 14:45
316,51.55,51.6411,51.55,51.6,326,12/13/17 14:46
317,51.55,51.55,51.55,51.55,100,12/13/17 14:47
318,51.55,51.55,51.55,51.55,100,12/13/17 14:48
319,51.55,51.55,51.55,51.55,100,12/13/17 14:49
320,51.55,51.55,51.55,51.55,100,12/13/17 14:50
322,51.55,51.55,51.55,51.55,100,12/13/17 14:52
323,51.6,51.6,51.55,51.55,2646,12/13/17 14:53
324,51.65,51.65,51.6,51.6,2035,12/13/17 14:54
326,51.6,51.65,51.6,51.65,500,12/13/17 14:56
328,51.6,51.65,51.6,51.6,500,12/13/17 14:58
331,51.55,51.55,51.55,51.55,100,12/13/17 15:01
332,51.55,51.55,51.55,51.55,100,12/13/17 15:02
333,51.55,51.55,51.55,51.55,300,12/13/17 15:03
334,51.55,51.55,51.55,51.55,100,12/13/17 15:04
335,51.5,51.5,51.5,51.5,100,12/13/17 15:05
336,51.55,51.55,51.55,51.55,100,12/13/17 15:06
337,51.55,51.6,51.5,51.6,400,12/13/17 15:07
338,51.45,51.5,51.45,51.5,200,12/13/17 15:08
339,51.55,51.55,51.4692,51.475,2736,12/13/17 15:09
340,51.55,51.55,51.55,51.55,200,12/13/17 15:10
341,51.45,51.55,51.45,51.55,2153,12/13/17 15:11
342,51.5,51.5,51.5,51.5,100,12/13/17 15:12
343,51.5,51.5,51.45,51.45,900,12/13/17 15:13
345,51.5,51.55,51.5,51.55,200,12/13/17 15:15
347,51.55,51.55,51.55,51.55,1100,12/13/17 15:17
348,51.6,51.6,51.6,51.6,600,12/13/17 15:18
349,51.6003,51.6003,51.6003,51.6003,258,12/13/17 15:19
351,51.6,51.6,51.6,51.6,100,12/13/17 15:21
353,51.55,51.6,51.55,51.6,806,12/13/17 15:23
354,51.55,51.55,51.55,51.55,200,12/13/17 15:24
357,51.55,51.55,51.5,51.5,870,12/13/17 15:27
358,51.5,51.5,51.5,51.5,100,12/13/17 15:28
359,51.45,51.45,51.45,51.45,100,12/13/17 15:29
360,51.55,51.55,51.45,51.45,400,12/13/17 15:30
361,51.45,51.4993,51.45,51.4993,875,12/13/17 15:31
362,51.5,51.5,51.45,51.45,300,12/13/17 15:32
363,51.45,51.55,51.45,51.55,525,12/13/17 15:33
365,51.55,51.55,51.45,51.45,200,12/13/17 15:35
366,51.6,51.6,51.525,51.55,1514,12/13/17 15:36
367,51.55,51.55,51.55,51.55,100,12/13/17 15:37
368,51.575,51.575,51.55,51.55,700,12/13/17 15:38
369,51.5,51.57,51.5,51.57,1004,12/13/17 15:39
370,51.55,51.55,51.45,51.5,900,12/13/17 15:40
371,51.55,51.55,51.5,51.525,300,12/13/17 15:41
372,51.55,51.55,51.5,51.5,800,12/13/17 15:42
373,51.525,51.525,51.525,51.525,100,12/13/17 15:43
374,51.55,51.55,51.5,51.5,600,12/13/17 15:44
375,51.55,51.55,51.55,51.55,200,12/13/17 15:45
376,51.55,51.55,51.525,51.525,300,12/13/17 15:46
378,51.525,51.525,51.525,51.525,100,12/13/17 15:48
379,51.5,51.5,51.5,51.5,700,12/13/17 15:49
380,51.55,51.55,51.45,51.5,500,12/13/17 15:50
381,51.5,51.5,51.5,51.5,100,12/13/17 15:51
382,51.45,51.45,51.45,51.45,520,12/13/17 15:52
383,51.475,51.55,51.45,51.45,1500,12/13/17 15:53
384,51.45,51.5,51.45,51.45,1500,12/13/17 15:54
385,51.5,51.5,51.45,51.45,900,12/13/17 15:55
386,51.5,51.55,51.475,51.475,4348,12/13/17 15:56
387,51.525,51.55,51.5,51.5,700,12/13/17 15:57
388,51.525,51.55,51.45,51.525,1200,12/13/17 15:58
389,51.575,51.575,51.5,51.525,2927,12/13/17 15:59
390,51.575,51.65,51.55,51.575,4198,12/13/17 16:00
a1513261800,51.7,51.7,51.7,51.7,735,12/14/17 9:30
4,51.3,51.3,51.3,51.3,200,12/14/17 9:34
5,51.5,51.5,51.325,51.35,400,12/14/17 9:35
6,51.75,51.75,51.5949,51.5949,3100,12/14/17 9:36
7,51.65,51.65,51.65,51.65,500,12/14/17 9:37
8,51.75,51.75,51.7,51.7,200,12/14/17 9:38
10,51.75,51.75,51.725,51.75,400,12/14/17 9:40
11,51.85,51.85,51.75,51.75,400,12/14/17 9:41
12,51.85,51.85,51.85,51.85,100,12/14/17 9:42
14,51.8,51.8,51.8,51.8,700,12/14/17 9:44
16,51.65,51.65,51.65,51.65,100,12/14/17 9:46
17,51.675,51.675,51.65,51.65,200,12/14/17 9:47
18,51.7,51.7,51.7,51.7,200,12/14/17 9:48
22,51.7,51.7,51.65,51.65,600,12/14/17 9:52
23,51.5,51.5,51.5,51.5,100,12/14/17 9:53
25,51.65,51.65,51.65,51.65,400,12/14/17 9:55
28,51.45,51.575,51.45,51.575,1400,12/14/17 9:58
30,51.35,51.4,51.35,51.4,200,12/14/17 10:00
31,51.3,51.3,51.3,51.3,200,12/14/17 10:01
32,51.35,51.35,51.35,51.35,200,12/14/17 10:02
36,51.25,51.3,51.25,51.3,400,12/14/17 10:06
38,51.1,51.2,51.1,51.2,2465,12/14/17 10:08
39,51.05,51.05,51.05,51.05,100,12/14/17 10:09
40,51.005,51.005,51,51,300,12/14/17 10:10
41,51,51,51,51,300,12/14/17 10:11
42,50.995,50.995,50.95,50.95,300,12/14/17 10:12
43,51.125,51.125,51,51,1310,12/14/17 10:13
44,51.1,51.1,51.1,51.1,159,12/14/17 10:14
45,51,51.05,51,51.05,300,12/14/17 10:15
46,51,51,51,51,100,12/14/17 10:16
48,51,51,51,51,200,12/14/17 10:18
50,51,51,51,51,200,12/14/17 10:20
52,51,51,51,51,100,12/14/17 10:22
53,51,51,51,51,200,12/14/17 10:23
55,51.15,51.15,51.05,51.05,804,12/14/17 10:25
56,51.2,51.25,51.2,51.2,1283,12/14/17 10:26
57,51.2,51.2,51.2,51.2,100,12/14/17 10:27
58,51.15,51.15,51.15,51.15,100,12/14/17 10:28
60,51.2,51.2,51.2,51.2,100,12/14/17 10:30
63,51.25,51.25,51.25,51.25,504,12/14/17 10:33
64,51.35,51.35,51.3,51.3,400,12/14/17 10:34
66,51.35,51.35,51.35,51.35,342,12/14/17 10:36
69,51.4,51.45,51.4,51.4,764,12/14/17 10:39
70,51.5,51.5,51.5,51.5,220,12/14/17 10:40
71,51.5,51.5,51.5,51.5,407,12/14/17 10:41
72,51.5,51.5,51.5,51.5,900,12/14/17 10:42
73,51.55,51.55,51.5,51.5,300,12/14/17 10:43
76,51.5,51.55,51.5,51.5,2200,12/14/17 10:46
79,51.6,51.6,51.55,51.55,402,12/14/17 10:49
81,51.6,51.6,51.55,51.6,791,12/14/17 10:51
83,51.55,51.55,51.55,51.55,500,12/14/17 10:53
84,51.595,51.595,51.595,51.595,200,12/14/17 10:54
86,51.5,51.5,51.5,51.5,100,12/14/17 10:56
87,51.65,51.65,51.55,51.55,400,12/14/17 10:57
88,51.56,51.56,51.56,51.56,200,12/14/17 10:58
90,51.55,51.55,51.55,51.55,300,12/14/17 11:00
91,51.55,51.55,51.55,51.55,148,12/14/17 11:01
92,51.575,51.6,51.575,51.6,400,12/14/17 11:02
95,51.65,51.65,51.6,51.6,325,12/14/17 11:05
96,51.637,51.637,51.637,51.637,300,12/14/17 11:06
97,51.65,51.65,51.65,51.65,100,12/14/17 11:07
98,51.7,51.7,51.7,51.7,100,12/14/17 11:08
99,51.65,51.7,51.65,51.7,879,12/14/17 11:09
100,51.7,51.7,51.7,51.7,100,12/14/17 11:10
101,51.65,51.65,51.65,51.65,100,12/14/17 11:11
102,51.85,51.85,51.65,51.75,630,12/14/17 11:12
103,51.75,51.75,51.75,51.75,400,12/14/17 11:13
104,51.7,51.7,51.7,51.7,100,12/14/17 11:14
106,51.75,51.75,51.75,51.75,200,12/14/17 11:16
107,51.75,51.75,51.75,51.75,100,12/14/17 11:17
108,51.8,51.8,51.8,51.8,200,12/14/17 11:18
110,51.8,51.8,51.8,51.8,300,12/14/17 11:20
111,51.8,51.8,51.8,51.8,400,12/14/17 11:21
112,51.8033,51.8033,51.8033,51.8033,200,12/14/17 11:22
113,51.65,51.75,51.65,51.75,323,12/14/17 11:23
114,51.6,51.6,51.6,51.6,100,12/14/17 11:24
115,51.8,51.8,51.75,51.75,509,12/14/17 11:25
116,51.75,51.75,51.65,51.75,1431,12/14/17 11:26
117,51.75,51.75,51.75,51.75,100,12/14/17 11:27
121,51.7,51.7,51.7,51.7,100,12/14/17 11:31
127,51.6797,51.7,51.6797,51.689,400,12/14/17 11:37
128,51.85,51.85,51.725,51.75,1114,12/14/17 11:38
133,51.85,51.85,51.85,51.85,100,12/14/17 11:43
134,51.95,51.95,51.825,51.825,674,12/14/17 11:44
137,51.8995,51.8995,51.8995,51.8995,100,12/14/17 11:47
139,51.9,51.9,51.9,51.9,100,12/14/17 11:49
141,51.95,51.95,51.95,51.95,100,12/14/17 11:51
143,51.85,51.95,51.85,51.95,1303,12/14/17 11:53
148,51.75,51.75,51.75,51.75,200,12/14/17 11:58
150,51.85,51.85,51.8,51.8,909,12/14/17 12:00
153,51.85,51.85,51.85,51.85,100,12/14/17 12:03
154,51.8,51.8,51.8,51.8,500,12/14/17 12:04
159,51.7,51.7,51.7,51.7,400,12/14/17 12:09
161,51.6,51.65,51.6,51.65,302,12/14/17 12:11
162,51.55,51.6,51.55,51.575,300,12/14/17 12:12
163,51.6,51.6,51.6,51.6,300,12/14/17 12:13
